,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2021-02-09,0,0,4,1,1,0,1,3,0,0,0,0,2,0,8,1,0,0,0,0,4,0,0,2,0,0,0,6,0,0,0,0,0,0,10,33,43
2021-02-10,0,1,3,0,3,0,0,0,3,1,0,0,0,-1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
2021-02-11,1,2,3,0,2,0,2,4,3,1,0,3,0,0,9,2,1,7,1,0,11,1,0,3,1,0,0,0,0,0,3,0,0,0,26,60,86
2021-02-12,3,3,4,0,0,0,3,2,5,12,0,0,3,1,26,0,3,0,0,0,2,1,2,2,0,0,0,4,1,2,0,1,1,0,44,81,125
2021-02-13,2,2,1,1,0,2,0,2,0,9,0,1,0,0,6,1,3,1,0,7,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,23,43,66
2021-02-14,5,0,2,0,2,0,0,2,3,5,0,0,0,0,13,1,1,1,0,0,3,3,0,2,0,1,0,0,1,0,0,1,0,0,19,46,65
2021-02-15,0,6,0,1,8,1,5,7,0,8,0,1,6,1,5,2,3,1,0,0,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,44,60,104
2021-02-16,2,4,1,1,11,0,1,1,2,10,0,1,0,3,8,1,5,-1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,63,53,116
2021-02-17,1,0,0,1,2,1,0,0,2,4,2,1,3,1,5,0,0,1,1,0,1,1,1,3,0,1,0,0,0,0,1,0,0,0,30,33,63
2021-02-18,0,1,5,0,1,1,0,3,1,11,0,0,1,0,16,2,0,-1,1,0,3,2,3,0,2,3,0,4,0,0,0,0,0,0,23,59,82
2021-02-19,2,1,3,0,7,2,0,4,0,5,0,0,1,-1,13,1,4,-1,1,0,4,2,1,0,0,0,0,0,0,0,1,0,1,0,24,51,75
2021-02-20,0,0,0,0,2,1,0,0,0,1,1,2,1,0,10,1,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,28,29,57
2021-02-21,1,2,2,1,1,3,2,1,0,6,0,1,3,2,6,0,2,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,28,44,72
2021-02-22,0,3,-1,2,10,2,0,2,1,2,0,0,0,0,1,0,1,0,0,0,12,2,1,0,0,0,0,1,0,0,0,0,0,0,17,39,56
2021-02-23,0,0,1,0,4,0,0,1,2,1,0,0,1,2,10,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,24,28,52
2021-02-24,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,0,1,3,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,19,21
2021-02-25,1,0,0,0,2,2,0,2,4,5,0,0,4,2,7,1,0,1,0,0,13,0,0,3,0,0,1,0,0,0,0,0,0,0,36,48,84
2021-02-26,3,2,3,0,1,4,0,0,0,4,2,1,0,0,5,2,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,33,35,68
2021-02-27,2,1,0,0,6,0,1,1,2,4,0,0,1,0,11,3,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,30,42,72
2021-02-28,0,0,0,0,1,3,2,0,1,1,0,3,2,0,8,1,1,2,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,20,24,44
2021-03-01,3,2,0,1,2,2,1,3,0,1,0,0,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45
2021-03-02,3,0,0,1,2,2,0,1,1,3,0,0,0,0,3,2,1,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,15,26,41
2021-03-03,5,1,0,1,1,1,1,0,-1,1,1,1,1,0,10,3,1,0,0,0,0,-2,0,0,0,1,3,0,0,0,0,0,0,0,25,29,54
2021-03-04,0,2,3,0,0,1,1,3,1,7,0,3,0,0,12,1,3,0,1,1,2,0,2,0,0,0,0,0,0,0,3,0,0,0,21,46,67
2021-03-05,5,0,0,0,2,2,2,2,1,5,1,0,2,1,10,2,0,1,-1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,19,42,61
2021-03-06,0,0,2,0,4,0,1,0,1,4,2,1,0,0,14,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,23,36,59
2021-03-07,3,1,-1,1,5,2,0,0,2,4,2,3,0,0,17,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,21,46,67
2021-03-08,0,0,0,2,1,0,0,1,0,1,0,3,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30
2021-03-09,2,1,4,0,4,0,1,1,1,2,2,0,5,0,9,1,4,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,38,43,81
2021-03-10,1,0,0,0,0,-1,2,3,0,1,0,2,2,0,10,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,-1,0,12,26,38
2021-03-11,2,4,0,2,4,2,2,7,1,6,2,0,6,1,8,1,0,0,0,1,5,2,2,0,0,5,0,1,0,0,1,0,0,1,42,66,108
2021-03-12,2,0,0,3,4,5,0,1,0,7,1,1,3,0,8,2,2,0,0,1,1,2,1,0,0,1,0,1,0,0,1,0,0,0,35,47,82
2021-03-13,1,1,0,0,0,2,3,3,0,3,1,0,2,0,8,0,2,0,0,1,2,5,0,0,0,0,3,1,0,0,0,0,0,0,51,38,89
2021-03-14,1,1,1,0,2,1,0,0,1,6,0,1,1,0,8,0,2,0,0,0,0,0,2,1,0,5,0,0,2,0,0,0,0,0,42,35,77
2021-03-15,0,0,0,0,3,0,0,2,1,2,0,0,1,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,20,21,41
2021-03-16,0,-1,2,2,4,2,5,0,2,7,0,1,7,2,5,2,3,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,51,49,100
2021-03-17,1,3,0,0,2,2,-1,4,1,2,0,2,1,0,6,0,1,1,1,0,3,1,3,2,0,2,0,0,-1,4,0,0,0,-1,54,39,93
2021-03-18,3,2,2,0,0,0,0,4,0,5,0,0,7,0,10,1,3,1,0,5,6,3,1,5,1,0,1,0,2,0,0,0,1,0,54,63,117
2021-03-19,0,1,0,1,3,1,1,6,0,5,0,1,1,1,14,0,1,0,0,0,4,1,3,5,1,1,0,2,2,0,0,0,-1,0,56,54,110
2021-03-20,0,0,3,0,3,2,0,6,3,7,1,0,2,1,9,1,7,0,0,1,0,5,4,7,1,11,0,1,1,1,2,0,1,0,38,80,118
2021-03-21,4,0,1,1,0,2,2,4,0,7,1,0,3,1,12,1,4,0,0,0,1,2,1,7,0,1,0,0,0,0,3,0,0,0,44,58,102
2021-03-22,3,0,0,3,4,0,5,4,2,7,1,0,3,3,13,1,3,0,0,1,0,9,1,1,1,0,0,-1,3,0,2,0,0,0,47,69,116
2021-03-23,2,-1,0,3,3,0,12,2,0,5,0,1,1,-1,2,0,2,1,0,0,-2,1,0,-1,2,0,0,0,0,0,0,0,0,0,13,32,45
2021-03-24,1,0,2,1,0,4,1,7,2,6,0,2,3,2,11,3,2,-1,0,0,4,0,4,8,0,3,0,1,2,0,0,0,0,0,56,68,124
2021-03-25,2,3,0,9,1,8,4,8,1,5,1,0,1,2,19,1,3,1,2,1,10,5,3,10,1,8,1,0,1,2,0,0,0,0,73,113,186
2021-03-26,2,0,1,9,6,0,5,13,7,9,0,1,2,0,10,2,4,0,0,0,3,1,3,7,0,2,2,0,5,1,1,4,0,0,67,100,167
2021-03-27,2,1,-1,0,8,4,5,6,1,3,0,0,1,2,18,1,1,0,0,0,5,3,1,9,0,5,0,0,1,0,3,0,0,0,41,79,120
2021-03-28,2,0,0,7,4,2,6,7,1,7,2,1,0,0,18,1,3,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,43,67,110
2021-03-29,8,0,0,3,1,3,10,4,0,1,0,0,1,2,13,7,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,34,60,94
2021-03-30,2,0,0,4,7,4,4,8,3,2,0,1,1,3,5,1,3,0,0,0,11,3,3,0,0,0,0,1,5,1,0,0,1,0,31,73,104
2021-03-31,0,0,-1,1,2,0,3,1,2,2,0,1,1,1,13,2,0,3,0,0,2,1,0,3,0,2,0,0,0,1,1,0,1,0,31,42,73
2021-04-01,2,0,1,2,8,3,9,9,2,3,2,0,2,3,10,0,0,1,0,0,11,3,3,2,0,0,0,1,0,0,2,0,1,0,43,80,123
2021-04-02,1,0,0,1,3,3,4,10,5,6,0,1,1,0,6,3,2,-1,1,0,3,1,1,1,0,0,1,0,1,1,1,2,0,0,33,58,91
2021-04-03,4,0,4,1,2,5,9,7,5,3,0,1,2,1,14,3,1,0,0,0,2,0,0,0,1,2,0,3,3,0,0,1,1,0,33,75,108
2021-04-04,-1,0,0,1,1,1,9,3,-1,3,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,12,26,38
2021-04-05,2,0,1,3,5,1,4,4,2,6,1,4,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,2,0,0,18,45,63
2021-04-06,2,0,3,0,1,0,2,0,4,0,0,1,-2,2,3,0,5,1,1,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,30,31,61
2021-04-07,1,0,0,1,2,2,3,8,0,3,0,0,3,0,4,0,0,1,2,0,2,2,0,1,1,0,0,2,0,0,0,2,0,0,25,40,65
2021-04-08,2,1,0,2,1,2,2,3,1,2,0,1,0,0,6,6,1,1,0,0,1,3,0,1,-1,0,0,1,0,1,0,4,2,0,49,43,92
2021-04-09,5,0,6,1,6,1,7,5,4,2,2,6,2,2,9,0,2,0,0,2,8,4,0,3,0,3,0,0,1,0,2,4,0,0,51,87,138
2021-04-10,0,3,3,3,12,2,1,2,2,1,0,0,2,10,10,1,0,1,0,0,6,1,1,1,0,1,0,0,0,0,2,0,1,0,34,66,100
2021-04-11,5,0,1,0,3,0,4,7,2,2,0,2,2,0,4,1,7,0,0,0,4,3,1,0,0,-1,0,1,0,0,0,1,0,0,32,49,81
2021-04-12,0,0,1,2,1,0,1,2,1,2,0,0,0,1,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,16,20,36
2021-04-13,1,3,1,3,3,0,1,7,2,6,0,4,2,3,9,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,31,53,84
2021-04-14,0,1,1,0,6,0,4,3,1,3,0,2,1,0,13,-1,3,1,0,0,4,10,1,1,0,1,0,0,0,0,1,0,0,0,37,56,93
2021-04-15,4,0,1,6,6,1,1,7,4,6,0,5,4,1,13,0,2,5,2,1,10,2,1,2,0,0,1,0,0,1,0,2,4,0,54,92,146
2021-04-16,1,2,0,1,7,2,6,17,4,8,0,2,2,1,7,1,3,0,0,0,9,1,3,1,1,0,0,0,0,0,0,2,1,0,67,82,149
2021-04-17,7,3,0,5,8,5,1,8,4,4,0,0,5,0,11,0,6,0,0,0,5,2,7,0,1,0,1,0,1,1,7,0,2,0,47,94,141
2021-04-18,1,0,0,1,2,0,1,2,3,11,0,2,1,1,7,0,3,0,0,0,1,1,6,0,0,0,0,0,0,1,1,0,2,0,43,47,90
2021-04-19,0,5,0,2,2,2,0,3,5,0,0,0,3,0,0,1,1,0,0,0,0,3,1,4,0,0,3,0,1,0,3,1,0,0,19,40,59
2021-04-20,2,3,2,1,4,3,1,9,9,16,0,5,1,1,6,1,12,0,0,0,2,0,2,2,0,0,1,0,-1,1,2,5,4,0,42,94,136
2021-04-21,1,5,1,1,7,2,2,3,0,4,1,2,0,0,10,2,2,0,0,0,0,0,1,2,0,2,1,2,0,0,1,1,0,0,38,53,91
2021-04-22,6,3,3,6,7,6,1,13,3,26,1,3,3,4,12,0,6,1,0,1,7,0,7,2,1,1,0,1,0,1,7,2,2,0,74,136,210
2021-04-23,1,2,2,2,1,1,0,10,1,15,2,3,8,0,16,1,8,2,2,0,9,0,-1,1,1,0,2,2,0,-1,4,0,2,0,60,96,156
2021-04-24,0,4,2,1,5,2,1,6,4,5,0,4,4,1,4,0,5,0,1,0,6,0,0,0,0,0,2,0,0,0,4,0,0,0,40,61,101
2021-04-25,0,9,0,0,6,2,0,5,4,6,0,1,4,-1,5,1,4,0,0,0,3,0,0,2,0,0,1,2,0,0,2,0,7,0,41,63,104
2021-04-26,3,-1,0,2,2,3,0,8,0,1,2,1,4,1,9,1,4,2,2,0,2,0,0,1,0,0,0,4,0,0,1,2,1,0,26,55,81
2021-04-27,0,1,2,2,4,3,1,4,3,8,0,0,4,0,3,0,2,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,12,38,50
2021-04-28,1,1,0,1,-1,1,0,7,0,4,1,0,1,0,4,4,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,2,0,28,33,61
2021-04-29,1,4,1,4,7,6,2,18,3,8,1,3,2,1,9,0,4,0,0,0,18,1,0,4,0,2,1,1,0,0,3,0,9,0,39,113,152
2021-04-30,1,9,0,-2,8,-1,3,6,4,5,2,2,2,0,3,2,8,1,0,0,-1,0,0,1,0,0,0,0,-1,0,4,0,1,0,27,57,84
2021-05-01,0,0,-1,0,3,1,0,0,6,3,1,0,1,1,4,1,4,0,0,1,0,0,0,1,0,0,0,2,2,1,2,0,0,0,36,33,69
2021-05-02,4,4,2,1,6,2,1,5,6,8,1,4,0,0,4,0,7,1,0,0,2,0,1,1,0,0,0,2,2,0,3,0,6,1,32,74,106
2021-05-03,0,0,1,0,3,1,1,5,-1,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,17,18,35
2021-05-04,0,1,-1,3,2,1,0,1,6,3,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,30,30,60
2021-05-05,1,0,0,0,-1,0,0,0,0,4,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
2021-05-06,4,1,3,3,4,-1,1,11,6,6,0,4,2,1,5,-1,8,3,0,0,3,0,2,2,0,1,0,0,3,0,5,0,5,1,59,82,141
2021-05-07,1,1,0,2,1,0,0,4,9,5,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,2,0,25,39,64
2021-05-08,0,1,2,2,2,3,2,14,2,4,1,3,1,0,3,1,6,0,0,0,8,0,0,0,0,0,1,1,3,0,5,3,0,0,31,68,99
2021-05-09,1,0,0,1,4,0,0,4,5,1,1,1,4,0,4,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,35,34,69
2021-05-10,0,0,1,0,2,0,0,0,4,3,0,-1,0,2,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,-1,0,1,0,15,18,33
2021-05-11,5,0,4,1,5,0,0,5,1,1,0,1,0,-1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,4,0,0,0,21,34,55
2021-05-12,1,0,0,0,0,0,0,3,2,-1,4,1,3,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,17,31,48
2021-05-13,2,1,0,1,3,2,5,4,2,7,0,1,2,1,12,1,1,-1,0,0,3,1,0,0,1,0,0,0,0,0,8,2,1,0,46,60,106
2021-05-14,-1,0,0,2,1,0,0,2,1,2,1,0,1,0,3,2,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,26,20,46
2021-05-15,1,0,1,1,3,1,2,2,6,2,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,30,43
2021-05-16,0,0,1,1,0,1,3,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,9,20,29
2021-05-17,0,0,1,0,4,1,0,2,1,1,1,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,28,27,55
2021-05-18,0,0,0,2,1,0,1,3,0,1,0,0,0,0,3,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,19,26
2021-05-19,1,0,0,1,-1,1,3,1,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
2021-05-20,2,0,0,4,0,2,2,5,3,1,1,1,0,1,3,1,4,0,0,1,8,0,2,0,0,0,0,0,0,0,1,1,1,0,27,44,71
2021-05-21,1,0,1,0,2,1,1,1,1,0,1,0,-1,0,1,3,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,17,17,34
2021-05-22,1,0,0,1,0,0,1,2,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,9,16
2021-05-23,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,17
2021-05-24,1,0,0,0,0,1,1,0,2,0,6,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,17,22
2021-05-25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,15
2021-05-26,0,0,1,0,-1,-1,2,1,0,1,0,1,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
2021-05-27,1,0,0,1,6,1,0,2,1,0,0,0,0,1,2,1,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,36
2021-05-28,2,1,1,-1,-1,1,0,6,1,0,0,2,0,0,1,0,2,0,0,-1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,8,18,26
2021-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,14
2021-05-30,0,0,0,0,0,0,4,4,1,0,0,3,0,0,1,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,20,24
2021-05-31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,11,13
2021-06-01,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,9,15
2021-06-02,0,0,0,0,0,0,1,11,0,1,0,0,0,2,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,35
2021-06-03,0,-1,0,2,0,1,0,2,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
2021-06-04,0,0,0,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,-1,0,0,0,-1,9,8
2021-06-05,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
2021-06-06,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2021-06-07,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,9
2021-06-08,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,9
2021-06-10,0,0,-1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
2021-06-11,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,10
2021-06-12,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
2021-06-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
2021-06-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
2021-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-06-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2021-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
2021-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-06-23,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,4
2021-06-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
2021-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3
2021-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-06-27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2021-06-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2021-06-29,0,0,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
2021-07-02,0,0,0,0,0,0,2,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,6
2021-07-03,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
2021-07-04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2021-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
2021-07-06,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10
2021-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
2021-07-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,8
2021-07-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
2021-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
2021-07-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2021-07-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,1,1,0,0,0,0,0,0,1,0,0,4,14,18
2021-07-15,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,6,8,14
2021-07-16,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,9,13
2021-07-17,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,5,16,21
2021-07-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
2021-07-19,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-3,-3
2021-07-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
2021-07-21,4,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,-1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,3,14,17
2021-07-22,1,0,1,0,1,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4,19,23
2021-07-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
2021-07-24,1,0,1,1,0,0,1,3,0,0,0,1,0,1,2,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,18,12,30
2021-07-25,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
2021-07-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-07-27,1,1,0,1,0,1,0,1,0,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11,13,24
2021-07-28,3,2,0,3,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,16,20,36
